Date,Envelope,Account,Name,Notes,"Check #",Amount,Status,Details
07/07/2018,"Masa in oras",,"Envelope Transfer",,,-120.28,,
07/07/2018,Cumparaturi,,"Envelope Transfer",,,120.28,,
07/07/2018,Chirie,"My Account",Chirie,,,"-1,000.00",,
07/07/2018,"Asigurare viata","My Account",Nn,,,-180.00,,
07/07/2018,Donatii,,"Envelope Transfer",,,-700.00,,
07/07/2018,Cumparaturi,,"Envelope Transfer",,,700.00,,
07/07/2018,Savings,"My Account","Marire Salariu",,,"1,600.00",,
07/07/2018,"Masa in oras","My Account","Street Food Festival",Bere,,-5.00,,
07/07/2018,"Masa in oras","My Account","Street Food Festival",Sandwich,,-25.00,,
07/07/2018,"Masa in oras","My Account","Street Food Festival",Japonezi,,-22.00,,
07/07/2018,Cumparaturi,"My Account",Ionut,Vin,,-10.00,,
07/07/2018,Taxi,"My Account",Uber,,,-24.29,,
06/07/2018,"Masa in oras","My Account",Panemar,,,-11.00,,
06/07/2018,Taxi,"My Account",Uber,,,-16.55,,
06/07/2018,Donatii,"My Account",USR,,,-250.00,,
06/07/2018,Donatii,"My Account","Sa Fie Lumina",,,-195.34,,
05/07/2018,"Masa in oras","My Account","Piata Unirii",Inghetata,,-7.00,,
05/07/2018,"Masa in oras","My Account","Street Food Festival",Staropren,,-7.00,,
05/07/2018,"Masa in oras","My Account","Street Food Festival","Batranu' sas - doubleburger",,-30.00,,
05/07/2018,"Masa in oras","My Account",Twelve,"SDL lunch",,-20.00,,
05/07/2018,"Masa in oras","My Account",Panemar,,,-26.00,,
05/07/2018,"Masa in oras","My Account","Nobil Sushi",,,-59.00,,
05/07/2018,Taxi,"My Account",Uber,,,-20.72,,
05/07/2018,Donatii,"My Account","Asociatia Something New",,,-300.00,,
05/07/2018,Donatii,"My Account",Recorder,,,-243.94,,
04/07/2018,"Masa in oras","My Account",Panemar,,,-7.00,,
03/07/2018,"Masa in oras","My Account",Panemar,,,-16.00,,
03/07/2018,"Masa in oras","My Account",Panemar,,,-15.00,,
03/07/2018,"Abonament telefon + sala + autobus","My Account","Google Play Music",,,-22.00,,
02/07/2018,Cumparaturi,"My Account",Lidl,,,-11.40,,
02/07/2018,Cumparaturi,"My Account",Panemar,,,-3.50,,
02/07/2018,"Masa in oras","My Account",Panemar,"Sandvis + supa crema rosii",,-20.50,,
02/07/2018,Taxi,"My Account",Uber,,,-8.50,,
01/07/2018,"Cheltuieli neprevazute + mici placeri","My Account",Ionut,Bere,,-5.00,,
01/07/2018,"Masa in oras","My Account","Burger House",,,-33.00,,
01/07/2018,Taxi,"My Account",Uber,,,-8.50,,
01/07/2018,"Masa in oras","My Account","Burger House",,,-27.00,,
01/07/2018,Donatii,"My Account",De-clic,,,-200.00,,
01/07/2018,"Cheltuieli neprevazute + mici placeri","My Account",Janis,,,-25.00,,
01/07/2018,,"My Account","Monthly Envelope Fill",,,"9,451.00",,"DELETED: Abonament autobus|90.00||Savings|2,500.00||Cheltuieli neprevazute + mici placeri|595.00||Asigurare viata|180.00||Abonament telefon + sala + autobus|496.00||Chirie|1,000.00||Masa in oras|500.00||Taxi|200.00||Donatii|1,630.00||Impozit pe venit|1,500.00||Utilitati|250.00||Cumparaturi|651.00||[Unallocated]|-141.00"
30/06/2018,"Masa in oras","My Account","La Piadina",,,-18.00,,
30/06/2018,Cumparaturi,"My Account","Beer's Point",,,-51.00,,
30/06/2018,Medical,"My Account",Veterinar,,,-45.00,,
30/06/2018,Cumparaturi,"My Account","Piata Mihai Viteazul","Antricot vita",,-21.20,,
30/06/2018,"Masa in oras","My Account",Gogosi,,,-12.00,,
29/06/2018,Cumparaturi,"My Account",Moldovan,Bacon,,-15.40,,
29/06/2018,"Masa in oras","My Account",Panemar,,,-19.50,,
28/06/2018,"Cheltuieli neprevazute + mici placeri","My Account","Hard Club",,,-44.00,,
28/06/2018,Cumparaturi,"My Account",Lidl,,,-7.40,,
28/06/2018,Cumparaturi,"My Account",Panemar,"Croissant cu cascaval",,-4.00,,
28/06/2018,"Masa in oras","My Account",Panemar,,,-26.00,,
28/06/2018,Taxi,"My Account",Pritax,,,-9.00,,
27/06/2018,Cumparaturi,"My Account","Piata Mihai Viteazul","Cartofi, afine, zmeura, salata, ",,-28.00,,
27/06/2018,"Masa in oras","My Account",Panemar,,,-26.00,,
27/06/2018,Taxi,"My Account",Pritax,,,-9.00,,
26/06/2018,Donatii,"My Account",De-clic,"Rosia montana",,-200.00,,
25/06/2018,"Abonament telefon + sala + autobus","My Account",Ratuc,,,-20.00,,
25/06/2018,"Abonament telefon + sala + autobus","My Account",Ratuc,"31, 35",,-84.00,,
25/06/2018,"Masa in oras","My Account","Dashi Iulius",,,-37.00,,
25/06/2018,Cumparaturi,"My Account",Auchan,,,-90.60,,
25/06/2018,"Masa in oras","My Account","Pizza Hut",,,-62.50,,
23/06/2018,Cumparaturi,"My Account",TFC,,,-27.00,,
21/06/2018,Cumparaturi,"My Account","Beer's Point","Morning glory",,-28.00,,
21/06/2018,Cumparaturi,"My Account","Carrefour Market Zorilor","Oua, telemea vaca, smantana gatit",,-32.55,,
21/06/2018,Cumparaturi,"My Account",Moldovan,,,-37.25,,
21/06/2018,Cumparaturi,"My Account",Panemar,"Paine cu cartofi feliata",,-4.00,,
21/06/2018,"Masa in oras","My Account",Panemar,"Supa crema rosii + sandvis",,-20.50,,
21/06/2018,Utilitati,"My Account","Asociatia Locatari Calea Turzii 115A","Cheltuieli aprilie, mai",,-145.88,,
21/06/2018,Utilitati,"My Account",Electrica,,,-33.06,,
21/06/2018,Cumparaturi,"My Account","Piata Mihai Viteazul","Castraveti, usturoi, morcovi, ceapa uscata, ceapa verde",,-10.00,,
21/06/2018,Cumparaturi,"My Account","Piata Mihai Viteazul",Zmeura,,-20.00,,
21/06/2018,"Masa in oras","My Account",Panemar,"Salata + suc portocale",,-26.00,,
21/06/2018,Taxi,"My Account",Uber,,,-13.88,,
20/06/2018,Donatii,"My Account","Platforma Romania 100",,,-250.00,,
20/06/2018,Donatii,"My Account",De-clic,,,-200.00,,
19/06/2018,Cumparaturi,"My Account","Carrefour Market Zorilor","Hrana uscata pisici, foi de dafin",,-21.35,,
19/06/2018,Cumparaturi,"My Account","Piata Mihai Viteazul","Afine, zmeura",,-22.50,,
19/06/2018,Cumparaturi,"My Account","Piata Mihai Viteazul","Piept pui",,-26.00,,
19/06/2018,Cumparaturi,"My Account","Piata Mihai Viteazul","Cartofi, Menta, morcovi, salata, patrunjel, marar, rosii, telina, ceapa",,-22.00,,
19/06/2018,"Masa in oras","My Account",Panemar,"Mic dejun",,-26.00,,
19/06/2018,"Abonament telefon + sala + autobus","My Account","Arka Crossfit",,,-230.00,,
18/06/2018,Cumparaturi,"My Account","Carrefour Market Zorilor",,,-57.33,,
18/06/2018,Cumparaturi,"My Account",Panemar,"Paine cu cartofi",,-4.00,,
17/06/2018,Taxi,"My Account","Taxi Diesel",,,-8.00,,
16/06/2018,Cumparaturi,"My Account","Piata Muzeului",,,-11.00,,
16/06/2018,"Masa in oras","My Account","Burger House",Holsten,,-8.00,,
16/06/2018,Taxi,"My Account",Uber,,,-10.61,,
16/06/2018,"Masa in oras","My Account",Wasabi,"All you can eat sushi",,-65.00,,
16/06/2018,Taxi,"My Account",Uber,,,-13.05,,
15/06/2018,Cumparaturi,"My Account","Beer's Point",,,-26.00,,
15/06/2018,Cumparaturi,"My Account",Lidl,,,-41.64,,
15/06/2018,Cumparaturi,"My Account",Panemar,"Croissant cu cascaval",,-4.00,,
14/06/2018,Taxi,"My Account",Uber,,,-16.57,,
13/06/2018,"Abonament telefon + sala + autobus","My Account",Orange,,,-51.81,,
13/06/2018,Utilitati,"My Account",Rds,,,-37.43,,
12/06/2018,"Masa in oras","My Account","Casa Vikingilor",,,-30.00,,
12/06/2018,Utilitati,"My Account",Electrica,,,-39.39,,
11/06/2018,Cumparaturi,"My Account","Carrefour Market Zorilor",Oua,,-12.50,,
11/06/2018,Cumparaturi,"My Account",Panemar,,,-4.00,,
11/06/2018,"Masa in oras","My Account",Panemar,"Croissant cu cascaval",,-4.00,,
10/06/2018,"Masa in oras","My Account","Beer's Point","2 x Sencha",,-26.00,,
10/06/2018,"Masa in oras","My Account","Beer Crafters",,,-35.00,,
09/06/2018,"Masa in oras","My Account","Pyramid Cafe","Carlsberg 300ml",,-10.00,,
09/06/2018,"Masa in oras","My Account",Insomnia,Stejar,,-9.00,,
09/06/2018,"Masa in oras","My Account","La Piadina",Rimini,,-18.00,,
09/06/2018,Taxi,"My Account",Uber,,,-11.90,,
09/06/2018,"Masa in oras","My Account","Beer Crafters",,,-24.00,,
08/06/2018,Donatii,"My Account","Bani Bunica",,,250.00,,
08/06/2018,Taxi,"My Account",Uber,,,-16.10,,
08/06/2018,Donatii,"My Account","Fondul Pentru Democratie",,,-125.00,,
08/06/2018,"Masa in oras","My Account","Nobil Sushi",,,-59.00,,
07/06/2018,Taxi,"My Account",Uber,,,-16.18,,
07/06/2018,Donatii,"My Account","Sa Fie Lumina",,,-194.99,,
07/06/2018,Cumparaturi,"My Account","Carrefour Vivo","Jucarii, nisip, hrana pisica",,-57.27,,
06/06/2018,Cumparaturi,"My Account",Lidl,Lamai,,-7.58,,
06/06/2018,Cumparaturi,"My Account","Piata Mihai Viteazul","Rosii + capsuni",,-17.00,,
06/06/2018,Cumparaturi,"My Account","Piata Mihai Viteazul","Rosii, marar, menta, morcov, ceapa verde",,-18.00,,
06/06/2018,Donatii,"My Account",USR,,,-250.00,,
06/06/2018,Cumparaturi,"My Account",Panemar,"Croissant cu cascaval",,-4.00,,
05/06/2018,Cumparaturi,"My Account","Carrefour Market Zorilor","Hrana pisica + sapun",,-26.94,,
05/06/2018,Donatii,"My Account","Asociatia Something New",,,-300.00,,
05/06/2018,Taxi,"My Account",Uber,,,-16.32,,
05/06/2018,Donatii,"My Account",Recorder,,,-244.67,,
04/06/2018,Cumparaturi,"My Account","Carrefour Market Zorilor","Branza, oua",,-21.85,,
04/06/2018,Cumparaturi,"My Account",Moldovan,"Bacon 300g",,-11.66,,
04/06/2018,Cumparaturi,"My Account",Panemar,"Paine cu cartofi",,-4.00,,
04/06/2018,Taxi,"My Account",CFR,,,-32.50,,
04/06/2018,Taxi,"My Account","Taxi Fulger",,,-10.00,,
03/06/2018,Taxi,"My Account","Taxi City",,,-9.00,,
03/06/2018,Taxi,"My Account","Taxi Fulger",,,-7.00,,
02/06/2018,Chirie,"My Account",Chirie,,,"-1,000.00",,
02/06/2018,"Asigurare viata","My Account",Nn,,,-180.00,,
01/06/2018,Cumparaturi,"My Account",Autocar,,,-30.00,,
01/06/2018,Cumparaturi,"My Account",Daniela,Imprumut,,100.00,,
01/06/2018,Taxi,"My Account",Uber,,,-17.71,,
01/06/2018,,"My Account","Monthly Envelope Fill",,,"9,451.00",,"DELETED: Abonament autobus|90.00||Savings|2,500.00||Cheltuieli neprevazute + mici placeri|595.00||Asigurare viata|180.00||Abonament telefon + sala + autobus|496.00||Chirie|1,000.00||Masa in oras|500.00||Taxi|200.00||Donatii|1,630.00||Impozit pe venit|1,500.00||Utilitati|250.00||Cumparaturi|651.00||[Unallocated]|-141.00"
31/05/2018,Cumparaturi,"My Account",Lidl,"Iaurt + jelly beans x 2",,-17.37,,
31/05/2018,Cumparaturi,"My Account","Piata Mihai Viteazul","2 x ridichi + patrunjel + marar",,-8.00,,
31/05/2018,Cumparaturi,"My Account",FistiQ,Tuns,,-55.00,,
30/05/2018,Cumparaturi,"My Account",Magnolia,Bete,,-1.00,,
30/05/2018,Cumparaturi,"My Account","Flower Time","Substrat orhidee",,-6.90,,
30/05/2018,Cumparaturi,"My Account",Vivo,"Perie + solutie curatat urina",,-56.47,,
30/05/2018,Taxi,"My Account",Uber,,,-15.95,,
29/05/2018,Cumparaturi,"My Account","Carrefour Market Zorilor",Oua,,-12.20,,
29/05/2018,Taxi,"My Account",Uber,,,-16.17,,
28/05/2018,Taxi,"My Account","Taxi Napoca",,,-8.00,,
28/05/2018,Cumparaturi,"My Account","Piata Mihai Viteazul","Legume, cartofi, capsuni, oase de vita",,-43.00,,
27/05/2018,Cumparaturi,"My Account","Beer's Point",,,-50.00,,
27/05/2018,Taxi,"My Account",Uber,,,-8.50,,
26/05/2018,"Cheltuieli neprevazute + mici placeri","My Account",TerraMont,"Drumetie calare & workshop plante medicinale",,-75.00,,
26/05/2018,Taxi,"My Account",Uber,,,-12.42,,
26/05/2018,Cumparaturi,"My Account","Beer's Point",,,-26.00,,
25/05/2018,Cumparaturi,"My Account",Panemar,"Supa crema rosii + fresh portocale + sendvis",,-28.50,,
25/05/2018,Cumparaturi,"My Account",Decathlon,"Palarie, tricouri x 2",,-79.70,,
25/05/2018,Cumparaturi,"My Account","Carrefour Vivo","Mancare pisica",,-43.80,,
25/05/2018,Taxi,"My Account",Uber,,,-16.59,,
24/05/2018,Cumparaturi,"My Account","Beer's Point","Crowd control",,-28.00,,
24/05/2018,"Abonament telefon + sala + autobus","My Account",Ratuc,,,-84.00,,
24/05/2018,Cumparaturi,"My Account","Carrefour Market Zorilor","Macrou x 2, camembert, hrana pisici x 3, telemea",,-40.35,,
24/05/2018,Cumparaturi,"My Account",Panemar,"Croissant cu cascaval",,-4.00,,
23/05/2018,Cumparaturi,"My Account",Panemar,"Paine cu cartofi",,-4.00,,
23/05/2018,Cumparaturi,"My Account",Panemar,"Croissant cu cascaval",,-4.00,,
22/05/2018,"Cheltuieli neprevazute + mici placeri","My Account",TerraMont,,,-100.00,,
22/05/2018,Cumparaturi,"My Account","La Piadina",,,-16.00,,
22/05/2018,Taxi,"My Account",Uber,,,-17.28,,
21/05/2018,Cumparaturi,"My Account","Piata Mihai Viteazul","Salata, ridichi, lamai",,-16.00,,
21/05/2018,Taxi,"My Account",Uber,,,-17.01,,
20/05/2018,"Masa in oras","My Account","Wok & Roll",Cheeseburger,,-9.00,,
20/05/2018,"Masa in oras","My Account","Beer Hype","Morning glory",,-12.00,,
20/05/2018,"Masa in oras","My Account","Beer Hype",Hophead,,-12.00,,
20/05/2018,Cumparaturi,"My Account","Beer's Point",,,-28.00,,
20/05/2018,Cumparaturi,"My Account","Carrefour Market Zorilor",,,-41.20,,
20/05/2018,"Masa in oras","My Account",Stradale,,,-25.00,,
20/05/2018,"Masa in oras","My Account",Alain,Tutun,,-10.00,,
20/05/2018,"Masa in oras","My Account",Shadow,"Vin roze",,-10.00,,
19/05/2018,"Masa in oras","My Account","Wok & Roll","Platou snitel pui",,-13.00,,
19/05/2018,"Masa in oras","My Account","La Tevi",Becks,,-7.00,,
19/05/2018,"Masa in oras","My Account","Wok & Roll",Cheeseburger,,-11.00,,
19/05/2018,"Masa in oras","My Account","Piata Unirii",Beri,,-12.00,,
19/05/2018,"Masa in oras","My Account","La Tevi","Bere becks",,-7.00,,
19/05/2018,Cumparaturi,"My Account","Piata Mihai Viteazul",Laser,,-5.00,,
19/05/2018,Cumparaturi,"My Account","Piata Mihai Viteazul","Menta, marar, ceapa verde, ceapa, capsuni",,-20.00,,
19/05/2018,Taxi,"My Account",Uber,,,-23.78,,
17/05/2018,Cumparaturi,"My Account","Beer's Point","Crowd control",,-28.00,,
17/05/2018,Cumparaturi,"My Account","Carrefour Market Zorilor",,,-73.80,,
17/05/2018,Taxi,"My Account",Taxi,,,-9.00,,
17/05/2018,"Abonament telefon + sala + autobus","My Account","Arka Crossfit",,,-210.00,,
16/05/2018,Cumparaturi,"My Account",Panemar,"Paine integrala feliata",,-3.50,,
15/05/2018,Taxi,"My Account",Uber,,,-17.68,,
14/05/2018,Cumparaturi,"My Account","Carrefour Market Zorilor",,,-27.45,,
14/05/2018,Cumparaturi,"My Account",Moldovan,"Bacon 320g",,-11.58,,
14/05/2018,Taxi,"My Account",Uber,,,-8.84,,
14/05/2018,Cumparaturi,"My Account",Panemar,,,-4.00,,
13/05/2018,Taxi,"My Account",CFR,,,-33.00,,
13/05/2018,"Cheltuieli neprevazute + mici placeri","My Account","Sebastian Marian",Nunta,,"-1,500.00",,
12/05/2018,Cumparaturi,"My Account",IRC,,,-21.00,,
12/05/2018,Cumparaturi,"My Account",Panemar,"Croissant cascaval",,-4.00,,
12/05/2018,Taxi,"My Account","Fulger Taxi",,,-43.00,,
12/05/2018,Taxi,"My Account","Fulger Taxi",,,-44.00,,
10/05/2018,Cumparaturi,"My Account","Piata Mihai Viteazul",Marar,,-1.50,,
10/05/2018,Utilitati,"My Account",Rds,,,-37.43,,
10/05/2018,"Abonament telefon + sala + autobus","My Account",Orange,,,-51.87,,
09/05/2018,Cumparaturi,"My Account",Panemar,"Croissant cu cascaval",,-4.00,,
08/05/2018,Donatii,"My Account","Fondul Pentru Democratie",,,-125.00,,
08/05/2018,Taxi,"My Account",Uber,,,-20.24,,
08/05/2018,Taxi,"My Account",Uber,,,-6.00,,
08/05/2018,Cumparaturi,"My Account","Beer's Point","Hophead autopilot, imperial fuck",,-58.00,,
08/05/2018,Cumparaturi,"My Account",Lidl,"Cumparaturi invitati",,-18.86,,
08/05/2018,Utilitati,"My Account",EON,,,-153.31,,
07/05/2018,Cumparaturi,"My Account","Carrefour Market Zorilor",Ficatpui,,-6.64,,
07/05/2018,Cumparaturi,"My Account",Panemar,"Paine cu cartofi",,-4.00,,
07/05/2018,Cumparaturi,"My Account",Panemar,"Croissant cu cascaval",,-4.00,,
06/05/2018,Cumparaturi,"My Account","Beer's Point",,,-26.00,,
06/05/2018,Cumparaturi,"My Account",Lidl,Iaurt,,-7.70,,
06/05/2018,Donatii,"My Account",USR,,,-250.00,,
06/05/2018,Donatii,"My Account","Sa Fie Lumina",,,-195.58,,
05/05/2018,Cumparaturi,"My Account",Auchan,"Chestii pentru pisica",,-115.20,,
05/05/2018,Taxi,"My Account",Uber,,,-16.49,,
05/05/2018,Donatii,"My Account","Asociatia Something New",,,-300.00,,
05/05/2018,Taxi,"My Account",Taxi,,,-10.00,,
05/05/2018,"Masa in oras","My Account",Bulgakov,"Grolsch x 3",,-30.00,,
05/05/2018,Donatii,"My Account",Recorder,,,-244.47,,
05/05/2018,Cumparaturi,"My Account","Piata Mihai Viteazul",,,-38.00,,
04/05/2018,Cumparaturi,"My Account","Cinema Florin Piersic",Schweppes,,-6.00,,
04/05/2018,Cumparaturi,"My Account","Cinema Florin Piersic","Bilete avengers x 2",,-26.00,,
04/05/2018,Taxi,"My Account","Taxi Daniel",,,-11.00,,
04/05/2018,"Abonament telefon + sala + autobus","My Account",Orange,"Factura aprilie",,-70.22,,
04/05/2018,,"My Account","Marire Salariu",,,0.00,,[Unallocated]|-800.00||Savings|800.00
04/05/2018,"Impozit pe venit","My Account","Cristiana Achim","Ceasul bun",,"-1,000.00",,
04/05/2018,"Asigurare viata","My Account",Nn,,,-360.00,,
04/05/2018,Chirie,"My Account",Chirie,,,"-2,000.00",,
03/05/2018,Cumparaturi,"My Account",Lidl,"Sapun si deodorant",,-14.43,,
03/05/2018,Taxi,"My Account",Uber,,,-16.94,,
02/05/2018,Cumparaturi,"My Account",Panemar,"Paine neagra",,-4.00,,
01/05/2018,Donatii,"My Account",De-clic,,,-200.00,,
01/05/2018,,"My Account","Monthly Envelope Fill",,,"9,451.00",,"DELETED: Abonament autobus|90.00||Savings|2,500.00||Cheltuieli neprevazute + mici placeri|595.00||Asigurare viata|180.00||Abonament telefon + sala + autobus|496.00||Chirie|1,000.00||Masa in oras|500.00||Taxi|200.00||Donatii|1,630.00||Impozit pe venit|1,500.00||Utilitati|250.00||Cumparaturi|651.00||[Unallocated]|-141.00"
30/04/2018,Taxi,"My Account",CFR,,,-32.20,,
30/04/2018,Taxi,"My Account","Taxi Fulger",,,-8.00,,
30/04/2018,"Masa in oras","My Account","Pizza Hut",,,-78.00,,
30/04/2018,"Masa in oras","My Account",Panemar,"Salata + fresh portocale",,-26.00,,
30/04/2018,Taxi,"My Account",Taxi,,,-10.00,,
28/04/2018,Taxi,"My Account",Uber,,,-12.71,,
28/04/2018,Taxi,"My Account",CFR,,,-28.30,,
28/04/2018,Donatii,"My Account",De-clic,,,-150.00,,
27/04/2018,Cumparaturi,"My Account","Beer's Point","1l crowd control + 2l morning glory",,-83.00,,
27/04/2018,Taxi,"My Account","Taxi Terafan",,,-9.00,,
26/04/2018,Cumparaturi,"My Account","Libraria Inved Sigma","Sapiens + homo deus",,-114.90,,
26/04/2018,Cumparaturi,"My Account",Panemar,"Pateu cu ciuperci",,-3.50,,
25/04/2018,"Masa in oras","My Account","La Piazzetta","Paste qf (30) + silva dark strong (11)",,-42.00,,
25/04/2018,"Cheltuieli neprevazute + mici placeri","My Account","Fashion Days","Reebok crossfit shoes",,-370.00,,
25/04/2018,Cumparaturi,"My Account",Panemar,"Strudel cu varza",,-3.50,,
25/04/2018,"Masa in oras","My Account","Nobil Sushi",,,-59.00,,
23/04/2018,Utilitati,"My Account","Asociatia Locatari Calea Turzii 115A",,,-141.00,,
23/04/2018,Cumparaturi,"My Account","Carrefour Market Zorilor",,,-88.49,,
23/04/2018,Cumparaturi,"My Account","Regina Maria","Administrare vaccin varilrix",,-40.00,,
23/04/2018,Taxi,"My Account",Uber,,,-17.21,,
22/04/2018,"Abonament telefon + sala + autobus","My Account",Ratuc,"Incarcare card",,-20.00,,
22/04/2018,"Abonament telefon + sala + autobus","My Account",Ratuc,"Abonament 35, 31",,-84.00,,
22/04/2018,Cumparaturi,"My Account","Beer's Point","Morning glory",,-28.00,,
21/04/2018,Cumparaturi,"My Account","Beer's Point","Morning glory + crowd control + ?",,-96.00,,
21/04/2018,Taxi,"My Account",Uber,,,-18.42,,
20/04/2018,Cumparaturi,"My Account","Beer's Point","Crowd control",,-28.00,,
20/04/2018,Cumparaturi,"My Account",Moldovan,Prosciutto,,-15.35,,
20/04/2018,Cumparaturi,"My Account",Panemar,"Paine cu cartofi",,-3.50,,
20/04/2018,Cumparaturi,"My Account","Piata Mihai Viteazul","Piept pui",,-21.90,,
20/04/2018,Cumparaturi,"My Account","Piata Mihai Viteazul",Legume,,-29.50,,
20/04/2018,Cumparaturi,"My Account",Inghetata,,,-6.00,,
20/04/2018,Cumparaturi,"My Account","Transilvania Half Marathon",,,-75.00,,
19/04/2018,Taxi,"My Account",Uber,,,-30.13,,
19/04/2018,Donatii,"My Account","Asociatia Something New","Cina aniversara 5 ani",,-200.00,,
19/04/2018,Cumparaturi,"My Account",Uber,,,-30.00,,
19/04/2018,Taxi,"My Account",Uber,,,-16.13,,
19/04/2018,Donatii,"My Account","Cadou Craciun Lisam",,,150.00,,
19/04/2018,Utilitati,"My Account",Electrica,,,-41.96,,
15/04/2018,Cumparaturi,"My Account","Cinema City",,,-30.00,,
15/04/2018,Cumparaturi,"My Account","Pizza Acrobatica",,,-50.00,,
14/04/2018,Cumparaturi,"My Account","Beer's Point",,,-28.00,,
14/04/2018,Cumparaturi,"My Account",Profi,,,-26.53,,
14/04/2018,Cumparaturi,"My Account","Curatatorie Sigma","3 camasi",,-27.00,,
13/04/2018,Taxi,"My Account",Uber,,,-20.98,,
12/04/2018,Cumparaturi,"My Account",Panemar,"Paine cu cartofi nefeliata",,-3.50,,
12/04/2018,Taxi,"My Account",Uber,,,-6.00,,
12/04/2018,Taxi,"My Account",Uber,,,-24.99,,
11/04/2018,Cumparaturi,"My Account","Farmacia Panaceea","Pastile ulei peste",,-49.00,,
11/04/2018,Cumparaturi,"My Account","Parc Iuliu Hatieganu",,,-2.00,,
10/04/2018,Taxi,"My Account",Pritax,,,-9.00,,
09/04/2018,Cumparaturi,"My Account","Interregio Calatori",,,-20.70,,
09/04/2018,Cumparaturi,"My Account","Imprumut De La Mama",,,30.00,,
08/04/2018,Donatii,"My Account","Fondul Pentru Democratie",,,-125.00,,
06/04/2018,Taxi,"My Account",Uber,,,-15.29,,
06/04/2018,Utilitati,"My Account",Electrica,,,-32.42,,
06/04/2018,Utilitati,"My Account",EON,,,-194.35,,
06/04/2018,Donatii,"My Account",USR,,,-250.00,,
06/04/2018,Cumparaturi,"My Account","Transferoviar Calatori",,,-24.00,,
06/04/2018,Donatii,"My Account","Sa Fie Lumina",,,-195.42,,
05/04/2018,Utilitati,"My Account",Rds,,,-37.43,,
05/04/2018,Donatii,"My Account",De-clic,"Fondul pentru contestarea amenzilor abuzive primite de protestatari",,-500.00,,
05/04/2018,,"My Account","Marire Salariu",,,800.00,,Savings|800.00
05/04/2018,Donatii,"My Account",Recorder,,,-243.78,,
05/04/2018,Donatii,"My Account","Asociatia Something New","Bursa supereroului",,-300.00,,
05/04/2018,"Cheltuieli neprevazute + mici placeri","My Account","Smart Fitness Studio","Romanian throwdown 2018",,-95.00,,
05/04/2018,"Impozit pe venit","My Account","Bach Alexandru","Ceasul bun",,-500.00,,
05/04/2018,Taxi,"My Account",Uber,,,-15.77,,
04/04/2018,Cumparaturi,"My Account",Carrefour,"Chefir x 2 + unt + listerine",,-47.82,,
04/04/2018,,"My Account","Bonus Diferenta Curs Valutar",,,"3,914.00",,"Savings|3,914.00"
04/04/2018,Donatii,"My Account","Banca Transilvania","Comision donatie ceasul bun",,-2.50,,
04/04/2018,"Impozit pe venit","My Account","Pusculita Vasilica","Ceasul bun",,-500.00,,
03/04/2018,Donatii,"My Account",Recorder,"Donatie luna martie",,-243.93,,
03/04/2018,Taxi,"My Account","Napoca Taxi",,,-8.00,,
02/04/2018,Cumparaturi,"My Account",Panemar,"Paine cu cartofi nefeliata",,-3.50,,
02/04/2018,Taxi,"My Account",Rapid,,,-9.00,,
01/04/2018,Cumparaturi,"My Account","Carrefour Market Zorilor",,,-46.15,,
01/04/2018,,"My Account","Monthly Envelope Fill",,,"9,451.00",,"DELETED: Abonament autobus|90.00||Savings|2,500.00||Cheltuieli neprevazute + mici placeri|595.00||Asigurare viata|180.00||Abonament telefon + sala + autobus|496.00||Chirie|1,000.00||Masa in oras|500.00||Taxi|200.00||Donatii|1,630.00||Impozit pe venit|1,500.00||Utilitati|250.00||Cumparaturi|651.00||[Unallocated]|-141.00"
31/03/2018,Cumparaturi,"My Account",OMV,Croissante,,-7.78,,
31/03/2018,Taxi,"My Account",Uber,,,-16.06,,
31/03/2018,Cumparaturi,"My Account",Narcisa,"Tuborg x 2",,-7.00,,
31/03/2018,"Abonament telefon + sala + autobus","My Account",Netflix,,,-22.00,,
30/03/2018,Cumparaturi,"My Account",Lidl,"Penne + parmezan",,-12.20,,
29/03/2018,"Masa in oras","My Account",Zorki,"Limonada cu ghimbir x 2",,-20.00,,
28/03/2018,"Masa in oras","My Account","Wok & Roll",Cheeseburger,,-10.00,,
28/03/2018,"Masa in oras","My Account",Klausen,"2x zaganu blonda",,-30.00,,
28/03/2018,Cumparaturi,"My Account",Moldovan,"Bacon + smantana de gatit + prosciutto",,-56.00,,
28/03/2018,Cumparaturi,"My Account",Panemar,"Paine mexicana",,-4.50,,
28/03/2018,Taxi,"My Account","Taxi Diesel",,,-10.00,,
27/03/2018,"Masa in oras","My Account",Lisam,"Returnare bani pranz",,24.00,,
26/03/2018,Cumparaturi,"My Account",Carrefour,"Paste + telemea",,-15.90,,
26/03/2018,"Masa in oras","My Account","Doner Kebab",,,-25.00,,
26/03/2018,Taxi,"My Account","Napoca Taxi",,,-14.00,,
25/03/2018,Taxi,"My Account","Fulger Taxi",,,-8.00,,
25/03/2018,Taxi,"My Account",CFR,,,-44.20,,
23/03/2018,Cumparaturi,"My Account",Carrefour,,,-22.10,,
23/03/2018,Cumparaturi,"My Account",Panemar,"Paine cu masline",,-4.50,,
22/03/2018,Taxi,"My Account",Nova,,,-9.00,,
21/03/2018,Cumparaturi,"My Account",Lidl,"Taitei spätzle",,-4.30,,
19/03/2018,"Abonament telefon + sala + autobus","My Account",Ratuc,"Reancarcare card",,-20.00,,
